,key,value
1695,100岁,1
1696,快乐,37
1697,老太太,2
1698,观念,1
1699,改编,5
1700,无罪,1
1701,不该,5
1702,遭到,1
1703,排斥,2
1704,一部分,3
1705,平等,5
1706,这么说,1
1707,喷,6
1708,16,3
1709,H4云海雨荨,1
1710,现实,19
1711,雨荨,3
1712,自信,11
1713,整容,6
1714,端木,2
1715,事故,2
1716,火烧,1
1717,毁容,2
1718,朱梓骁,4
1719,传,21
1720,小四包养退出,1
1721,天娱,2
1722,22,1
1723,长大,36
1724,郑爽,10
1725,眼睛,23
1726,广播,8
1727,神奇,7
1728,网易音乐,7
1729,不好意思,7
1730,雷阵雨,1
1731,暑假,10
1732,一如,4
1733,怀恋,3
1734,最喜欢,46
1735,落地,3
1736,风景,5
1737,小帮,1
1738,心疼,19
1739,远远,5
1740,遥远,4
1741,距离,16
1742,不太,13
1743,等不到,5
1744,愿意,33
1745,最近,28
1746,翻,29
1747,学,21
1748,张翰,7
1749,主演,3
1750,偶像剧,7
1751,相当,1
1752,炎热,1
1753,之前,32
1754,23,3
1755,24,6
1756,2010523号,1
1757,写完后,1
1758,随意,6
1759,记下,1
1760,日期,1
1761,巴黎23号,1
1762,十七岁,5
1763,二十四,1
1764,捧场,1
1765,两碗,2
1766,贫富,2
1767,五岁,3
1768,捕捉,3
1769,一只,20
1770,蝴蝶,3
1771,跑到,7
1772,一公里,1
1773,田野,2
1774,十岁,3
1775,冰淇凌,1
1776,跑遍,2
1777,大街小巷,7
1778,商店,5
1779,人一个人,1
1780,陌生,16
1781,城市,48
1782,二十七岁,1
1783,随便,11
1784,懒,1
1785,爱啦,1
1786,想想,29
1787,嘲讽,4
1788,这句话,9
1789,理由,15
1790,1w点,1
1791,伤害,13
1792,张伟,3
1793,爱情公寓,1
1794,无非,7
1795,表现,11
1796,当下,6
1797,年轻人,9
1798,状态,19
1799,最好的朋友,5
1800,住在,9
1801,对面,9
1802,曾小贤,2
1803,陈赫,1
1804,好感动啊爱情公寓我也好希望,1
1805,长大后,5
1806,损友,1
1807,合租,3
1808,两间,2
1809,公寓,3
1810,房间,13
1811,爱五出,2
1812,结局,23
1813,舍得,12
1814,完结,2
1815,李荣浩,38
1816,老头子,2
1817,急急,2
1818,卧室,2
1819,烟藏,2
1820,在家里,8
1821,准备,19
1822,冲进,4
1823,洗手间,5
1824,口中,2
1825,气味,2
1826,停住,2
1827,老伴,7
1828,半个多月,2
1829,粉,14
1830,编曲,22
1831,唱腔,8
1832,谁谁谁,2
1833,简简单单,4
1834,玩,52
1835,实现,8
1836,一点点,14
1837,理想,32
1838,执迷,2
1839,鲸鱼,6
1840,人海中游,1
1841,游,4
1842,言语,1
1843,发出,4
1844,52赫兹,3
1845,频率,3
1846,独特,8
1847,世界上,16
1848,凌晨五点,1
1849,睡颜,1
1850,心痛,4
1851,要死好,1
1852,好累,9
1853,杨丞琳,5
1854,黑,25
1855,料,2
1856,造谣,1
1857,根本,28
1858,她说,45
1859,苛刻,1
1860,一个13岁,1
1861,辍学,3
1862,父亲,20
1863,债务,1
1864,养活,1
1865,母亲,12
1866,菇凉,1
1867,哪有,4
1868,那么多,35
1869,上学,10
1870,学到,1
1871,走上,4
1872,社会,19
1873,承受,15
1874,成年人,3
1875,关心,16
1876,尊重,10
1877,平常心,1
1878,看待,2
1879,为数不多期待,1
1880,没多久,1
1881,七秒,1
1882,足够,14
1883,二十,1
1884,奔三,1
1885,花开,6
1886,走向,5
1887,败,1
1888,修练,1
1889,每个,24
1890,不用,20
1891,在意,8
1892,小女生,2
1893,单调,2
1894,呐,5
1895,姓,6
1896,鹿,1
1897,失落,5
1898,鹿晗,10
1899,一堆,12
1900,全身,3
1901,鹿哥,3
1902,暖暖,7
1903,播放,20
1904,纯,8
1905,路人,14
1906,两人,12
1907,吴亦凡,5
1908,方面,2
1909,发展,5
1910,演戏,5
1911,行,12
1912,不明白,11
1913,比较,15
1914,下面,20
1915,骂,19
1916,丢脸,2
1917,到位喜欢,1
1918,慕容云海,4
1919,彩虹,6
1920,发誓,7
1921,楚雨荨,4
1922,六年,17
1923,塘主爽,1
1924,参加,21
1925,综艺节目,1
1926,演,16
1927,凑cp,1
1928,谈恋爱,10
1929,一步步,2
1930,灏明,1
1931,康复,4
1932,积极,3
1933,退出,3
1934,一声,17
1935,再见,40
1936,难道,22
1937,这剧,1
1938,挺,39
1939,好看,18
1940,皱眉,15
1941,三四,1
1942,年级,5
1943,罢大哭,1
1944,艾利斯顿,1
1945,笑爱,1
1946,打篮球,3
1947,爱开玩笑,1
1948,上官瑞谦,1
1949,忧郁,6
1950,深沉,7
1951,钢琴,8
1952,端木磊,2
1953,喜,7
1954,专情默默,1
1955,叶烁,3
1956,倔强,13
1957,痴情,6
1958,自强,1
1959,清纯,3
1960,学霸,6
1961,上官,1
1962,小渔,1
1963,于馨,1
1964,云朵,3
1965,云海雨荨,2
1966,流星雨,3
1967,抱着,19
1968,了解,7
1969,态度,8
1970,眼前,9
1971,发生,12
1972,片段,5
1973,81天,1
1974,处处,1
1975,洋溢,1
1976,活力,1
1977,亲,18
1978,盛夏,5
1979,光年,2
1980,就是我,5
1981,gay,6
1982,启蒙吧,1
1983,反倒,1
1984,深刻,9
1985,基本上,4
1986,拥抱,17
1987,6年,8
1988,敢,26
1989,有一个人,4
1990,紧握,3
1991,夜谈,1
1992,哪首歌,1
1993,惊奇,1
1994,月光,13
1995,门口,12
1996,阳台,6
1997,进来,12
1998,一座,6
1999,大山,2
2000,伴,14
2001,无数,11
2002,虫鸣,1
2003,安静,32
2004,宿舍,40
2005,轻轻,9
2006,脱下,1
2007,长日,1
2008,假面,1
2009,转眼,16
2010,两年,16
2011,边上,2
2012,吉他,20
2013,第一首歌,5
2014,留名,2
2015,同志,1
2016,很温暖,4
2017,承载,3
2018,Selina,1
2019,持续,2
2020,十几年,12
2021,极其,5
2022,脑残,2
2023,转变,1
2024,情伤,2
2025,MV,18
2026,记载,4
2027,讲真我记得,1
2028,农村,1
2029,地里,1
2030,菜籽,1
2031,256MB,2
2032,mp3,13
2033,8块,3
2034,一曲,3
2035,蒲公英,1
2036,不倦,1
2037,几年,21
2038,读,19
2039,爷爷,34
2040,恨死,1
2041,这部,32
2042,剧,27
2043,星空物语让我为你唱首歌拾忆一个人的浪漫爱的华尔兹,1
2044,来临,3
2045,真网易,1
2046,打算,9
2047,推出,5
2048,单相似,1
2049,度,3
2050,用户,6
2051,红线,3
2052,功能,4
2053,快女,4
2054,很多人,33
2055,家人,11
2056,来这里,1
2057,一看,6
2058,黑转粉,1
2059,有没有,26
2060,选秀,3
2061,舆论,3
2062,蒙蔽,1
2063,才气,4
2064,毋庸,1
2065,置疑,1
2066,慵懒,6
2067,动人,5
2068,21岁,2
2069,狮子座,1
2070,生日快乐,11
2071,赚钱,7
2072,右手,7
2073,回答,11
2074,几年前,3
2075,音乐大来宾,1
2076,最深,4
2077,赵泳鑫,1
2078,情景剧,2
2079,环节,1
2080,秒,2
2081,赵别,1
2082,靠谱,4
2083,符合,5
2084,mic,1
2085,大火,7
2086,所有人,17
2087,中国,71
2088,也有,30
2089,做词,1
2090,音悦tai,1
2091,看见了,13
2092,大人,5
2093,有人才华横溢,1
2094,颜值,4
2095,爆棚,3
2096,小世界,1
2097,必要,6
2098,明星,11
2099,恶语,1
2100,相向,1
2101,不晓得,1
2102,心理奇,1
2103,奇妙,5
2104,心理,3
2105,十八岁,5
2106,魔性,1
2107,满,39
2108,脑子,16
2109,生日,15
2110,今朝,1
2111,尼玛,7
2112,网卡,1
2113,弱,2
2114,爆,11
2115,挺不错,2
2116,往上,2
2117,总能,10
2118,林夕,12
2119,发短信,4
2120,发给,5
2121,马上,13
2122,打电话,15
2123,接,16
2124,写信,4
2125,写明,1
2126,信片,1
2127,信,27
2128,留给,10
2129,亲朋,1
2130,热,12
2131,脸,31
2132,冷,16
2133,屁股,3
2134,委屈,16
2135,找借口,2
2136,忙,10
2137,算什么,5
2138,不等,2
2139,天下,14
2140,两种,5
2141,一串,3
2142,葡萄,2
2143,到手,2
2144,挑,18
2145,最好,69
2146,留在,10
2147,照例,1
2148,第一种,2
2149,乐观,6
2150,一颗,12
2151,剩,15
2152,第二种,2
2153,悲观,2
2154,萄,1
2155,最坏,1
2156,事实上,7
2157,适得其反缘故是,1
2158,不息,1
2159,折腾,2
2160,扔,9
2161,再来,10
2162,好运,4
2163,同在,2
2164,钟情,5
2165,狗猫,1
2166,厕所,8
2167,匆匆,14
2168,冲冲,1
2169,江湖类,1
2170,主题曲,16
2171,潇洒,5
2172,江湖,6
2173,气息,7
2174,好甜,1
2175,画像,2
2176,一口,6
2177,咬,14
2178,蛋糕,4
2179,蓝蓝,2
2180,无暇,1
2181,海子,5
2182,诗像,1
2183,此刻,6
2184,骤然,1
2185,吹起,2
2186,酒杯,2
2187,莫名,10
2188,愉悦,3
2189,邓紫棋,33
2190,创作,33
2191,能力,25
2192,着实,1
2193,进步,4
2194,刚走,1
2195,车站,5
2196,洗完,1
2197,澡,4
2198,穿上,4
2199,充满,27
2200,阳光,30
2201,衣服,17
2202,身旁,8
2203,天堂,10
2204,轻快,1
2205,甜蜜,6
2206,凉爽,2
2207,微风,5
2208,湖心,1
2209,小船,3
2210,荡漾,5
2211,似乎,10
2212,船,6
2213,水中,2
2214,上好甜,1
2215,林大仙,2
2216,登,1
2217,后台,3
2218,本来,24
2219,嘻嘻,1
2220,笑笑语,1
2221,轻蔑,1
2222,林志炫,10
2223,蒙娜丽莎,1
2224,大仙,1
2225,高音,4
2226,更高,2
2227,音,10
2228,僵住,1
2229,外表,4
2230,文质彬彬,1
2231,轻柔,1
2232,文弱,1
2233,一唱,1
2234,硬,4
2235,气,5
2236,豪情,2
2237,四溢,1
2238,冠军,5
2239,很失望,1
2240,一届,4
2241,韩红,5
2242,孙楠,3
2243,技巧,5
2244,丰沛,1
2245,毕竟,17
2246,高手,5
2247,黄丽玲,1
2248,李健,10
2249,包括,8
2250,韩国,6
2251,非常,33
2252,用心,9
2253,动情,5
2254,三位,1
2255,淘汰,3
2256,陈李,1
2257,胡古,1
2258,或多或少,1
2259,输,19
2260,地域,1
2261,知名度,2
2262,天赋,6
2263,靓颖,2
2264,明显,6
2265,炫技,3
2266,大于,3
2267,一点儿,3
2268,第一季,2
2269,第四季,1
2270,屈指可数,1
2271,毫无疑问,1
2272,世外,1
2273,高人,2
2274,第二季,7
2275,韩红真,1
2276,太多,34
2277,傲气,1
2278,后期,4
2279,羽泉,1
2280,奢侈品,1
2281,天生,4
2282,而来,7
2283,正所谓,1
2284,开口,28
2285,知,7
2286,开入,1
2287,座,6
2288,霓虹,1
2289,家,58
2290,漂泊,6
2291,几天,7
2292,忽然间,1
2293,忍住,6
2294,或许是,3
2295,电话,49
2296,这件事,5
2297,想象,19
2298,悲壮,3
2299,七年,17
2300,一秒,5
2301,一个多月前,2
2302,找工作,4
2303,公交车上,4
2304,漫无目的,2
2305,穿行,3
2306,难受,8
2307,陈楚生,1
2308,实力,12
2309,埋没,4
2310,老许,3
2311,05年,6
2312,榜学,1
2313,棒,29
2314,弹,9
2315,完美生活,3
2316,思绪,5
2317,心头,5
2318,优雅,3
2319,许巍,20
2320,年底,3
2321,昆明,1
2322,圆梦,1
2323,情不自禁,2
2324,闪烁,3
2325,泪花,2
2326,两口,1
2327,电影票,2
2328,少说,3
2329,70多,1
2330,颤颤,1
2331,巍巍,1
2332,卖,20
2333,问完,2
2334,嫌,10
2335,贵,9
2336,不看,6
2337,老爷子,1
2338,掏钱,2
2339,买票,1
2340,这玩意儿,1
2341,小妹妹,3
2342,70多岁,1
2343,害羞,8
2344,三种,2
2345,不期,1
2346,遇,8
2347,不言而喻,1
2348,药而愈,1
2349,2014,2
2350,一小时,1
2351,度过,10
2352,见证,7
2353,更多,32
2354,真挚,9
2355,接吻,5
2356,医院,16
2357,墙壁,5
2358,教堂,5
2359,聆听,11
2360,祷告,5
2361,一辆,3
2362,列车,8
2363,男孩,32
2364,拿着,23
2365,写下,8
2366,车上,11
2367,一见钟情,8
2368,不知,34
2369,窗外,18
2370,心想,3
2371,一会儿,8
2372,玻璃,6
2373,倒映,4
2374,健哥,3
2375,各国,1
2376,情歌唱,1
2377,莫斯科,2
2378,味儿,2
2379,哼唱,5
2380,视频,21
2381,李老师,1
2382,大眼睛,1
2383,流光,2
2384,溢彩,1
2385,水波,1
2386,清澈见底,1
2387,上线,4
2388,网易云音乐,23
2389,巨大,3
2390,诚意,1
2391,青春期,2
2392,慢慢悠悠,1
2393,晃,5
2394,再加上,3
2395,打击,2
2396,小贱,2
2397,一类,3
2398,绝对,11
2399,系列,13
2400,再听,13
2401,蛮,7
2402,重来,2
2403,伤,14
2404,立白,3
2405,惊恐,40
2406,可以说,4
2407,三大,5
2408,叛逆,5
2409,中二病,2
2410,期望,3
2411,校园,14
2412,所以说,4
2413,增长,4
2414,渐渐,14
2415,圣地,1
2416,ktv,16
2417,湖畔,1
2418,跳戏,1
2419,还珠格格的夏雨荷,1
2420,肚,1
2421,饿,8
2422,超市,8
2423,屯,1
2424,芋圆,1
2425,扇子,3
2426,送到,2
2427,考上,15
2428,默写,3
2429,笔记本,3
2430,结束,18
2431,第一件,2
2432,飞去,1
2433,成都,10
2434,武侯祠,1
2435,孔明,2
2436,磕头,1
2437,出师表,1
2438,拓印,1
2439,客厅,3
2440,正中,1
2441,镇宅,1
2442,衣冠冢,1
2443,是否,26
2444,静谧,1
2445,南阳,1
2446,雁,1
2447,掠过,1
2448,圆,6
2449,一亩,1
2450,三分地,1
2451,心愿,8
2452,岐山,1
2453,高铁,4
2454,不到,24
2455,一个小时,3
2456,丞相,2
2457,需要,26
2458,特色,4
2459,文字,5
2460,正能量,7
2461,三观,2
2462,2009年,3
2463,迄今为止,1
2464,艰难,7
2465,刻意,5
2466,迎合,2
2467,任何人,9
2468,想起来,12
2469,滨江公园,1
2470,下车,10
2471,石凳,1
2472,回想,5
2473,做错,2
2474,这一句,6
2475,不鸣,1
2476,鸣动,1
2477,九霄,1
2478,天高,1
2479,黑小虎,3
2480,悲剧,3
2481,典型论,1
2482,武功,4
2483,闭关,1
2484,出关,1
2485,横扫,1
2486,同辈,1
2487,论家,1
2488,世父亲,1
2489,武林霸主论,1
2490,蓝兔,2
2491,失忆,2
2492,越雷池一步,1
2493,情敌,2
2494,超越,10
2495,终,18
2496,英年,2
2497,早逝,2
2498,下场,1
2499,智商,2
2500,正常,15
2501,乱,14
2502,模仿,4
2503,动画家长,1
2504,不好好,3
2505,引导,1
2506,动画,27
2507,三年级,1
2508,六一节,1
2509,自编,1
2510,自导,1
2511,七剑合璧,1
2512,缩小版,1
2513,绿色,1
2514,紫色,2
2515,夜间,1
2516,发光,4
2517,好多人,7
2518,三千,1
2519,虹猫,1
2520,蓝兔七侠传,1
2521,经典,40
2522,男儿有胆气仗剑走天涯女儿有剑心柔情满山岗,1
2523,国产,6
2524,猫,16
2525,黑猫,1
2526,蓝猫虹猫,1
2527,注意,11
2528,事项,1
2529,正确,5
2530,戴上,10
2531,音质,5
2532,钻进,1
2533,营造,1
2534,氛围,1
2535,闭眼,1
2536,音量,2
2537,老林,3
2538,开门,3
2539,掀,1
2540,PS,1
2541,男性,1
2542,听众,6
2543,掰弯,4
2544,危险,12
2545,谨慎,1
2546,食用,1
2547,一口呆,1
2548,大男人,4
2549,撑,14
2550,爷们儿,5
2551,劝,4
2552,睡前,6
2553,困,8
2554,jj,4
2555,耳朵,22
2556,旁,5
2557,mua,1
2558,仰卧,1
2559,召唤者,5
2560,借助,6
2561,风鹰召唤器,1
2562,发射,4
2563,木晶石,1
2564,能量,8
2565,完成,21
2566,合体,6
2567,召唤,6
2568,铠甲,6
2569,勇士,9
2570,风鹰侠,1
2571,呲牙,31
2572,炎龙召唤器,1
2573,发射器,1
2574,晶石,2
2575,炎龙侠,1
2576,雪獒召唤器,1
2577,金晶石,1
2578,雪獒侠,1
2579,黑犀召唤器,1
2580,水晶石,1
2581,黑犀侠,1
2582,地虎召唤器,1
2583,土,5
2584,虎侠,1
2585,封神榜传奇,1
2586,搜,11
2587,良心,7
2588,童年,17
2589,燃,3
2590,国产动画,4
2591,OP,3
2592,看起来,9
2593,圣斗士,1
2594,桃花,3
2595,脱衣,1
2596,激动,13
2597,忘了看,1
2598,没看过,4
2599,雷霆半月斩惊天浪涛杀流影电光闪闪电旋风劈破空寒冰砍天羽屠龙舞泰山陨石坠绝地流星锤极地沙尘暴暴风星云裂龙皇异次元狂雷金刚拳,1
2600,08年,4
2601,金鹰,1
2602,卡通,1
2603,首播,3
2604,一集,7
2605,金铁兽,1
2606,誓死,1
2607,保护,10
2608,老大,3
2609,好觉,2
2610,九天,1
2611,雷霆双脚蹬,1
2612,很赞洛洛历险记,1
2613,很好看,9
2614,洛洛,2
2615,历险,1
2616,记,9
2617,制作人,4
2618,比较好,2
2619,正邪,1
2620,斗,2
2621,大部分,7
2622,恶心,3
2623,种族,1
2624,机战王,1
2625,蓝毒兽,1
2626,妥协,4
2627,不计,1
2628,前嫌,1
2629,守城,1
2630,令牌,1
2631,合,5
2632,眼泪,59
2633,一部,16
2634,动画片,10
2635,估计,6
2636,听不到,5
2637,城,5
2638,小鹿,2
2639,回归,7
2640,doreimi,1
2641,合伙,1
2642,主持,1
2643,有时候,22
2644,达达狼,1
2645,格林美,1
2646,没了,12
2647,老是,7
2648,实在,19
2649,羞射,1
2650,经常,35
2651,班里,10
2652,围着,7
2653,动漫,7
2654,围棋,3
2655,少年,25
2656,优良,1
2657,略微,1
2658,仓促,2
2659,扩展,1
2660,开来,3
2661,讲述,5
2662,全,36
2663,画龙点睛,1
2664,大二,3
2665,宿舍人,1
2666,下午,15
2667,次,19
2668,象棋,2
2669,草,4
2670,劳资,6
2671,天地,6
2672,大同,3
2673,立马点,1
2674,从小,8
2675,随地,1
2676,便,41
2677,说实话,10
2678,大为,1
2679,提高,2
2680,数,8
2681,到底,24
2682,3000集,1
2683,儿童,1
2684,科普,2
2685,哪家,1
2686,强海尔,1
2687,兄弟,25
2688,蓝猫,1
2689,蓝猫淘气三千问幽默舞台片长424集蓝猫淘气三千问星际大战片长384集蓝猫淘气三千问恐龙时代片长264集蓝猫淘气三千问海洋世界片长312集运动小子片长226集太空历险记片长,1
2690,400集,1
2691,消防,1
2692,大本营片长,1
2693,119集,1
2694,2129集,1
2695,配音,2
2696,付以琳,1
2697,学习,18
2698,声乐,1
2699,解释,9
2700,吸氧羊,1
2701,西游记哪吒传奇蓝猫淘气三千问大脸猫小糊涂神哆啦A梦四驱兄弟鸭子侦探龙珠数码宝贝围棋少年中华少年,1
2702,庆幸,4
2703,喜洋洋,1
2704,央视,6
2705,画质,1
2706,颜色,4
2707,配比,1
2708,十分,8
2709,舒服,12
2710,石球,1
2711,转出,1
2712,西游记,2
2713,中法,1
2714,合作,3
2715,破裂,2
2716,就此,3
2717,腰斩,2
2718,对其,1
2719,精良,2
2720,制作,11
2721,中华小子绝壁,1
2722,最佳,7
2723,剧情,5
2724,一大把,1
2725,素材,1
2726,一大堆,5
2727,技术,3
2728,引进,1
2729,肯,7
2730,产业,1
2731,不景气,2
2732,风气,2
2733,严,1
2734,国内,6
2735,受众,3
2736,特定,1
2737,哪吒传奇小鲤鱼历险记,1
2738,投资,1
2739,血本,1
2740,中途,1
2741,怪不得,4
2742,播,12
2743,三人,3
2744,小兰,6
2745,被俘,2
2746,太子妃,1
2747,集,1
2748,穿越时空,2
2749,分道扬镳,2
2750,场面,1
2751,反派,1
2752,美食,4
2753,女王,2
2754,当是,2
2755,英姿飒爽,1
2756,巾帼,1
2757,须眉,1
2758,少林,4
2759,弟子,4
2760,男子,7
2761,俗家,1
2762,身份,6
2763,童年的回忆奥特曼数码宝贝虚幻勇士猪猪侠快乐星猫憨八龟神兵小将战斗王EX火力少年王虹猫蓝兔蓝猫淘气秦时明月,2
2764,神兵,2
2765,小将,1
2766,断过然,1
2767,人气,5
2768,高勉强,1
2769,连上,1
2770,铁心,1
2771,主,9
2772,大喊,8
2773,天晶,1
2774,变身,2
2775,微微一笑很倾城来的举起你们的小爪幽灵幽灵,1
2776,做作业,3
2777,效率,2
2778,超级,14
2779,11星期六,1
2780,热闹,3
2781,星期天,1
2782,好不好,9
2783,专属,3
2784,鬼,12
2785,微微一笑很倾城,3
2786,tm,4
2787,熟,8
2788,抄袭,8
2789,早期,2
2790,是非主流,1
2791,大多数,4
2792,学生,16
2793,单纯,32
2794,学业烦恼,1
2795,粉色,2
2796,恋情,3
2797,幻想,4
2798,甜甜,4
2799,嘟嘟,1
2800,可以说唱,1
2801,心态,4
2802,复杂,3
2803,逃离,2
2804,压,5
2805,操场,13
2806,躺,18
2807,怀里静静,1
2808,很久不见了天涯比邻只要他好好的就好别无所求,1
2809,抛,4
2810,长相,4
2811,绯闻,17
2812,丑闻,1
2813,能带给,1
2814,计较,1
2815,张杰,15
2816,讨,3
2817,自有,2
2818,守护,9
2819,mp3p4,1
2820,教室,15
2821,下课,2
2822,十分钟,2
2823,大号,1
2824,校服,7
2825,袖子,3
2826,小日子,1
2827,当年08年,1
2828,奥运会,1
2829,开幕式,1
2830,原,28
2831,唱者,2
2832,顶,4
2833,声乐班,1
2834,白血病,3
2835,痊愈,2
2836,插班,1
2837,生不过,1
2838,几堂,1
2839,复发,2
2840,哥们,10
2841,表述,1
2842,不对,5
2843,林妙,1
2844,翻唱,25
2845,08,1
2846,奥运,1
2847,开场,2
2848,那首歌,8
2849,小女孩,6
2850,林妙可,1
2851,麦克风,1
2852,全程,2
2853,关闭,2
2854,喜羊羊,4
2855,灰太狼,3
2856,导演,9
2857,黄伟明,1
2858,指导,1
2859,开播,3
2860,热潮,2
2861,接连,1
2862,运动会,1
2863,古,3
2864,怪界,1
2865,达到,3
2866,顶峰,2
2867,两只,2
2868,鸡蛋,2
2869,抢,9
2870,话筒,5
2871,发明,1
2872,死去,7
2873,机械,1
2874,羊,5
2875,治愈系,2
2876,放开始,1
2877,虎虎生威,2
2878,兔子,10
2879,千古之谜,1
2880,举报,3
2881,冰魄,1
2882,剑,6
2883,在我心里,3
2884,兔,1
2885,cp,2
2886,霸道总裁,2
2887,有一次,8
2888,门诊,1
2889,碰到,13
2890,自称,1
2891,虹猫蓝兔,6
2892,人员,7
2893,大哥哥,4
2894,有缘,7
2895,道歉,2
2896,星球,7
2897,第一部,3
2898,最小,2
2899,冰柠檬,1
2900,明明,30
2901,乐乐,2
2902,男神,11
2903,田鸡,1
2904,青蛙,6
2905,离家,4
2906,封信,1
2907,杀害,1
2908,好朋友,17
2909,神马,1
2910,丁凯乐,1
2911,意思,18
2912,心中,25
2913,日漫三大国唱精品光能使者四驱兄弟,1
2914,迪迦奥特曼,1
2915,大地,3
2916,苏醒,1
2917,一丝,6
2918,晨光,2
2919,打破,1
2920,夜,7
2921,寂静,3
2922,进,34
2923,作文,10
2924,表扬,2
2925,好奸,1
2926,大古,4
2927,人类,7
2928,磨,6
2929,灭,7
2930,掉,25
2931,黑暗,16
2932,凭着,2
2933,带来,16
2934,光明,2
2935,这个世界,13
2936,1百多,1
2937,神光棒,1
2938,能不够,1
2939,太阳,15
2940,猜,12
2941,每个年代,1
2942,属于,20
2943,不必一味,1
2944,批判,2
2945,橙留香,1
2946,菠萝,1
2947,吹,17
2948,雪陆小果乱臣贼子贼眉鼠眼认贼作父天下无贼独孤狗,1
2949,陆小果,1
2950,最早,7
2951,段子手,1
2952,果宝特,1
2953,攻,10
2954,记住,6
2955,台词,8
2956,横刀,1
2957,留,14
2958,肝胆,1
2959,两,5
2960,昆仑,1
2961,前卫,2
2962,流行语,1
2963,学来,1
2964,水果,3
2965,滑稽,1
2966,96,1
2967,郑州大学,1
2968,多面体,1
2969,艾克,1
2970,英雄联盟,1
2971,上单,1
2972,霸主,2
2973,1722岁,1
2974,年龄段,3
2975,慕容,1
2976,秦羽墨,1
2977,真相,4
2978,懵,5
2979,四年级,3
2980,电视剧,32
2981,算,25
2982,高科技,1
2983,挺好,15
2984,玄易子,1
2985,已有,3
2986,事后,3
2987,必,13
2988,狮王,1
2989,战斗,2
2990,必胜,1
2991,把握,2
2992,换取,1
2993,胜利,2
2994,权利,5
2995,蝎子,1
2996,王,9
2997,弱者,1
2998,消灭,1
2999,灭亡,1
3000,火麟飞,1
3001,面前,14
3002,敌人,1
3003,逃之夭夭,1
3004,一败涂地,2
3005,龙戬,1
3006,敌,1
3007,三分,3
3008,自留,1
3009,七分,1
3010,七重,1
3011,强者,2
3012,泰雷形,1
3013,攻敌,1
3014,一处,2
3015,众生,3
3016,苗条俊,1
3017,功夫,3
3018,菜刀,2
3019,鲸鲨,1
3020,王人,1
3021,欲望,2
3022,高山,2
3023,滚石,1
3024,停不下来,5
3025,停下来,2
3026,石头,3
3027,原本,3
3028,山谷,3
